VendorNumber,VendorName,InvoiceDate,PONumber,PODate,PayDate,Quantity,Dollars,Freight,Approval
7240,"PREMIUM PORT WINES, INC.   ",12/7/2016,13226,11/25/2016,1/12/2017,353,"$2,596",13.5,None
7245,PROXIMO SPIRITS INC.       ,12/10/2016,13227,11/25/2016,1/13/2017,11279,"$126,079",579.96,None
7255,PSP WINES ,12/12/2016,13181,11/22/2016,1/16/2017,413,"$3,096",15.79,None
7749,R.P.IMPORTS INC            ,12/11/2016,13228,11/25/2016,1/16/2017,1,$14,0.06,None
7239,REMY COINTREAU USA INC     ,12/12/2016,13215,11/24/2016,1/16/2017,3427,"$78,518",376.89,None
10050,Russian Standard Vodka     ,12/10/2016,13147,11/20/2016,1/13/2017,84,"$1,272",6.74,None
8004,SAZERAC CO INC             ,12/5/2016,13229,11/25/2016,1/18/2017,29178,"$214,318",1178.75,None
660,SAZERAC NORTH AMERICA INC. ,12/11/2016,13182,11/22/2016,1/21/2017,9240,"$65,127",299.59,None
17033,SEA BREEZE CELLARS LLC     ,12/7/2016,13148,11/20/2016,1/20/2017,72,$722,3.68,None
8150,SEA HAGG DISTILLERY LLC    ,12/10/2016,13183,11/22/2016,1/20/2017,652,"$7,987",39.93,None
98450,Serralles Usa LLC          ,12/6/2016,13149,11/20/2016,1/21/2017,209,"$3,071",13.82,None
8320,SHAW ROSS INT L IMP LTD    ,12/6/2016,13166,11/21/2016,1/5/2017,1611,"$14,705",73.52,None
3089,SIDNEY FRANK IMPORTING CO  ,12/8/2016,13184,11/22/2016,1/13/2017,3964,"$36,493",178.81,None
28750,SMOKY QUARTZ DISTILLERY LLC,12/10/2016,13216,11/24/2016,1/18/2017,92,"$2,015",9.27,None
2000,SOUTHERN WINE & SPIRITS NE ,12/8/2016,13150,11/20/2016,1/19/2017,8724,"$92,279",470.62,None
99166,STARK BREWING COMPANY      ,12/10/2016,13230,11/25/2016,1/16/2017,149,"$3,192",15.96,None
653,STATE WINE & SPIRITS   ,12/5/2016,13185,11/22/2016,1/21/2017,2459,"$24,268",116.48,None
8673,STE MICHELLE WINE ESTATES  ,12/7/2016,13231,11/25/2016,1/13/2017,14466,"$113,171",554.54,None
12331,STELLAR IMPORTING CO LLC   ,12/6/2016,13151,11/20/2016,1/8/2017,72,$533,2.56,None
8664,"STOLI GROUP,(USA) LLC      ",12/5/2016,13232,11/25/2016,1/16/2017,5678,"$77,591",426.75,None
8735,SURVILLE ENTERPRISES CORP  ,12/8/2016,13152,11/20/2016,1/20/2017,137,"$1,192",6.08,None
90056,SWEET BABY VINEYARD        ,12/9/2016,13233,11/25/2016,1/11/2017,250,"$2,091",10.46,None
8920,TAKARA SAKE USA INC        ,12/8/2016,13167,11/21/2016,1/8/2017,160,$722,3.25,None
28776,TALL SHIP DISTILLERY LLC   ,12/13/2016,13186,11/22/2016,1/12/2017,18,$382,2.1,None
173357,TAMWORTH DISTILLING        ,12/11/2016,13153,11/20/2016,1/10/2017,36,$690,3.18,None
90017,THE IMPORTED GRAPE LLC     ,12/6/2016,13217,11/24/2016,1/16/2017,60,$633,2.98,None
9819,TREASURY WINE ESTATES      ,12/8/2016,13154,11/20/2016,1/9/2017,11222,"$105,099",483.46,None
8892,TRINCHERO FAMILY ESTATES   ,12/6/2016,13218,11/24/2016,1/14/2017,10565,"$69,762",313.93,None
9260,TY KU LLC                  ,12/9/2016,13195,11/23/2016,1/17/2017,36,$283,1.56,None
9165,ULTRA BEVERAGE COMPANY LLP ,12/5/2016,13155,11/20/2016,1/22/2017,20244,"$315,514",1546.02,Frank Delahunt
6280,UNCORKED       ,12/5/2016,13196,11/23/2016,1/15/2017,38,$392,2.15,None
90010,VINEXTRA INC               ,12/8/2016,13187,11/22/2016,1/19/2017,222,"$2,411",12.05,None
1587,VINEYARD BRANDS INC        ,12/9/2016,13197,11/23/2016,1/5/2017,2854,"$22,753",125.14,None
90024,VINILANDIA USA             ,12/7/2016,13188,11/22/2016,1/8/2017,1123,"$9,515",45.67,None
1601,VRANKEN AMERICA            ,12/11/2016,13234,11/25/2016,1/20/2017,1147,"$22,409",112.05,None
9622,WEIN BAUER INC             ,12/11/2016,13198,11/23/2016,1/9/2017,76,"$1,189",5.47,None
9625,WESTERN SPIRITS BEVERAGE CO,12/12/2016,13235,11/25/2016,1/16/2017,1839,"$9,289",44.59,None
3664,WILLIAM GRANT & SONS INC   ,12/12/2016,13219,11/24/2016,1/6/2017,5955,"$118,198",543.71,None
9815,WINE GROUP INC             ,12/13/2016,13199,11/23/2016,1/22/2017,22192,"$121,407",607.04,None
90058,ZORVINO VINEYARDS          ,12/7/2016,13236,11/25/2016,1/11/2017,284,"$2,318",12.75,None
60,ADAMBA IMPORTS INTL INC    ,12/12/2016,13253,11/28/2016,1/23/2017,139,"$2,262",10.4,None
105,ALTAMAR BRANDS LLC         ,12/19/2016,13293,11/30/2016,1/16/2017,6,$214,1.09,None
4466,AMERICAN VINTAGE BEVERAGE  ,12/16/2016,13254,11/28/2016,1/13/2017,262,"$2,530",11.39,None
388,ATLANTIC IMPORTING COMPANY ,12/17/2016,13237,11/27/2016,1/22/2017,36,$768,3.99,None
480,BACARDI USA INC            ,12/15/2016,13238,11/27/2016,1/13/2017,26278,"$290,685",1308.08,Frank Delahunt
516,BANFI PRODUCTS CORP        ,12/16/2016,13239,11/27/2016,1/14/2017,3446,"$24,146",127.97,None
90059,BLACK COVE BEVERAGES       ,12/13/2016,13255,11/28/2016,1/25/2017,8,$126,0.63,None
1265,BLACK ROCK SPIRITS LLC     ,12/17/2016,13273,11/29/2016,1/26/2017,6,$84,0.44,None
1003,BRONCO WINE COMPANY        ,12/17/2016,13274,11/29/2016,1/21/2017,24,$64,0.3,None
1128,BROWN-FORMAN CORP          ,12/18/2016,13321,12/2/2016,1/14/2017,23409,"$290,810",1337.73,Frank Delahunt
1189,BULLY BOY DISTILLERS       ,12/19/2016,13256,11/28/2016,1/22/2017,86,"$1,894",8.71,None
1273,CALEDONIA SPIRITS INC      ,12/12/2016,13275,11/29/2016,1/25/2017,106,"$3,237",15.54,None
11567,CAMPARI AMERICA            ,12/12/2016,13306,12/1/2016,1/22/2017,11447,"$93,093",512.01,None
90046,CANDIA VINEYARDS           ,12/14/2016,13276,11/29/2016,1/16/2017,36,$469,2.16,None
1485,CASTLE BRANDS CORP.        ,12/15/2016,13240,11/27/2016,1/28/2017,1645,"$26,804",136.7,None
4380,CHARLES JACQUIN ET CIE INC ,12/17/2016,13241,11/27/2016,1/25/2017,635,"$6,164",27.74,None
1392,CONSTELLATION BRANDS INC   ,12/20/2016,13294,11/30/2016,1/19/2017,44241,"$305,149",1525.75,Frank Delahunt
90047,CRUSH WINES                ,12/16/2016,13295,11/30/2016,1/29/2017,318,"$2,937",14.39,None
2242,DELICATO VINEYARDS INC     ,12/15/2016,13242,11/27/2016,1/18/2017,3724,"$31,390",150.67,None
1590,DIAGEO CHATEAU ESTATE WINES,12/19/2016,13257,11/28/2016,1/16/2017,7498,"$56,106",286.14,None
3960,DIAGEO NORTH AMERICA INC   ,12/13/2016,13258,11/28/2016,1/29/2017,116065,"$1,049,079",4720.86,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,12/17/2016,13277,11/29/2016,1/24/2017,2771,"$33,454",153.89,None
2450,DJINN SPIRITS LLC          ,12/16/2016,13322,12/2/2016,1/28/2017,24,$385,1.73,None
2496,DUGGANS DISTILLED PRODUCTS ,12/13/2016,13296,11/30/2016,1/26/2017,149,"$2,150",10.97,None
3252,E & J GALLO WINERY         ,12/15/2016,13323,12/2/2016,1/28/2017,40378,"$251,619",1232.93,Frank Delahunt
2561,EDRINGTON AMERICAS         ,12/15/2016,13259,11/28/2016,1/18/2017,1303,"$34,987",174.93,None
1655,FABRIZIA SPIRITS LLC       ,12/16/2016,13243,11/27/2016,1/23/2017,277,"$3,492",16.06,None
17031,FLAG HILL WINERY & VINEYARD,12/12/2016,13260,11/28/2016,1/22/2017,404,"$5,801",30.17,None
90011,FORTUNE WINE BROKERS LLC   ,12/17/2016,13244,11/27/2016,1/29/2017,81,$671,3.36,None
9744,FREDERICK WILDMAN & SONS   ,12/12/2016,13324,12/2/2016,1/14/2017,862,"$8,644",42.36,None
3924,HEAVEN HILL DISTILLERIES   ,12/20/2016,13307,12/1/2016,1/28/2017,5909,"$37,899",189.49,None
90053,INCREDIBREW INC            ,12/18/2016,13308,12/1/2016,1/17/2017,48,$423,1.99,None
17032,JEWELL TOWNE VINEYARDS     ,12/13/2016,13309,12/1/2016,1/29/2017,72,$634,3.42,None
12546,JIM BEAM BRANDS COMPANY    ,12/14/2016,13297,11/30/2016,1/27/2017,54178,"$473,140",2365.7,Frank Delahunt
4550,KLIN SPIRITS LLC           ,12/18/2016,13278,11/29/2016,1/23/2017,128,"$1,971",10.25,None
4692,KOBRAND CORPORATION        ,12/18/2016,13325,12/2/2016,1/23/2017,2846,"$37,572",199.13,None
90032,LABELLE VYDS AND WINERY    ,12/15/2016,13310,12/1/2016,1/17/2017,130,"$1,404",6.74,None
4848,LAIRD & CO                 ,12/17/2016,13261,11/28/2016,1/25/2017,218,"$1,865",9.14,None
4950,LATITUDE BEVERAGE COMPANY  ,12/14/2016,13279,11/29/2016,1/17/2017,2153,"$12,942",62.12,None
8352,LUXCO INC                  ,12/19/2016,13311,12/1/2016,1/24/2017,4994,"$36,073",198.4,None
9552,M S WALKER INC             ,12/19/2016,13245,11/27/2016,1/14/2017,27271,"$219,724",1032.7,None
10000,MAJESTIC FINE WINES        ,12/15/2016,13262,11/28/2016,1/22/2017,9362,"$73,835",376.56,None
5270,MANGO BOTTLING INC         ,12/14/2016,13280,11/29/2016,1/12/2017,726,"$5,253",23.64,None
5455,MARSALLE COMPANY           ,12/20/2016,13246,11/27/2016,1/13/2017,142,"$3,777",20.39,None
4425,MARTIGNETTI COMPANIES,12/20/2016,13298,11/30/2016,1/28/2017,51148,"$526,974",2687.57,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,12/17/2016,13299,11/30/2016,1/17/2017,637,"$6,805",31.98,None
6213,MHW LTD                    ,12/18/2016,13281,11/29/2016,1/16/2017,3459,"$36,570",164.57,None
8112,MOET HENNESSY USA INC      ,12/12/2016,13282,11/29/2016,1/26/2017,8872,"$172,901",899.08,None
6215,MOONLIGHT MEADERY          ,12/12/2016,13247,11/27/2016,1/22/2017,94,$829,3.98,None
6355,NICHE W & S                ,12/14/2016,13312,12/1/2016,1/17/2017,98,"$1,819",9.64,None
6359,OLE SMOKY DISTILLERY LLC   ,12/19/2016,13283,11/29/2016,1/16/2017,4786,"$11,469",53.9,None
6785,PALM BAY INTERNATIONAL INC ,12/20/2016,13263,11/28/2016,1/25/2017,7987,"$56,588",299.92,None
6830,PARK STREET IMPORTS LLC    ,12/17/2016,13284,11/29/2016,1/24/2017,164,"$2,641",12.94,None
10754,PERFECTA WINES             ,12/20/2016,13313,12/1/2016,1/28/2017,8677,"$111,183",511.44,None
17035,PERNOD RICARD USA          ,12/17/2016,13285,11/29/2016,1/18/2017,38082,"$487,646",2243.17,Frank Delahunt
9206,PHILLIPS PRODUCTS CO.      ,12/19/2016,13326,12/2/2016,1/23/2017,666,"$8,188",43.4,None
7153,PINE STATE TRADING CO      ,12/15/2016,13327,12/2/2016,1/16/2017,6713,"$52,710",284.63,None
90027,POVERTY LANE ORCHARDS      ,12/12/2016,13286,11/29/2016,1/26/2017,106,$834,4.17,None
7154,PREMIER DISTRIBUTORS       ,12/14/2016,13314,12/1/2016,1/29/2017,140,"$1,764",8.82,None
7240,"PREMIUM PORT WINES, INC.   ",12/12/2016,13264,11/28/2016,1/14/2017,246,"$1,859",8.74,None
7245,PROXIMO SPIRITS INC.       ,12/14/2016,13328,12/2/2016,1/21/2017,10361,"$106,584",522.26,None
7255,PSP WINES ,12/20/2016,13329,12/2/2016,1/18/2017,201,"$1,273",5.73,None
7239,REMY COINTREAU USA INC     ,12/12/2016,13265,11/28/2016,1/16/2017,2831,"$79,411",389.11,None
10050,Russian Standard Vodka     ,12/18/2016,13300,11/30/2016,1/18/2017,168,"$2,451",11.28,None
8004,SAZERAC CO INC             ,12/18/2016,13287,11/29/2016,1/27/2017,34145,"$206,046",1030.23,None
660,SAZERAC NORTH AMERICA INC. ,12/16/2016,13301,11/30/2016,1/14/2017,10268,"$67,142",308.85,None
17033,SEA BREEZE CELLARS LLC     ,12/19/2016,13315,12/1/2016,1/18/2017,150,"$1,730",8.82,None
8150,SEA HAGG DISTILLERY LLC    ,12/14/2016,13302,11/30/2016,1/13/2017,253,"$3,162",14.55,None
98450,Serralles Usa LLC          ,12/12/2016,13288,11/29/2016,1/17/2017,196,"$2,567",13.35,None
8320,SHAW ROSS INT L IMP LTD    ,12/20/2016,13266,11/28/2016,1/27/2017,1249,"$11,473",52.78,None
3089,SIDNEY FRANK IMPORTING CO  ,12/15/2016,13330,12/2/2016,1/27/2017,3034,"$27,821",127.98,None
28750,SMOKY QUARTZ DISTILLERY LLC,12/20/2016,13316,12/1/2016,1/18/2017,58,"$1,256",5.78,None
2000,SOUTHERN GLAZERS W&S OF NE ,12/12/2016,13303,11/30/2016,1/24/2017,17,$104,0.57,None
2000,SOUTHERN WINE & SPIRITS NE ,12/17/2016,13248,11/27/2016,1/12/2017,6879,"$74,387",349.62,None
99166,STARK BREWING COMPANY      ,12/16/2016,13289,11/29/2016,1/22/2017,12,$257,1.21,None
653,STATE WINE & SPIRITS   ,12/20/2016,13249,11/27/2016,1/13/2017,2656,"$25,429",139.86,None
8673,STE MICHELLE WINE ESTATES  ,12/20/2016,13317,12/1/2016,1/16/2017,7122,"$54,147",259.9,None
12331,STELLAR IMPORTING CO LLC   ,12/13/2016,13267,11/28/2016,1/14/2017,166,"$1,510",6.79,None
8664,"STOLI GROUP,(USA) LLC      ",12/16/2016,13268,11/28/2016,1/25/2017,5888,"$61,895",328.04,None
8735,SURVILLE ENTERPRISES CORP  ,12/19/2016,13331,12/2/2016,1/23/2017,122,$775,3.95,None
90056,SWEET BABY VINEYARD        ,12/14/2016,13304,11/30/2016,1/17/2017,169,"$1,429",7.57,None
172662,SWEETWATER FARM         ,12/19/2016,13290,11/29/2016,1/13/2017,24,$511,2.66,None
8920,TAKARA SAKE USA INC        ,12/17/2016,13305,11/30/2016,1/22/2017,224,"$1,132",5.88,None
28776,TALL SHIP DISTILLERY LLC   ,12/15/2016,13332,12/2/2016,1/19/2017,35,$779,4.05,None
173357,TAMWORTH DISTILLING        ,12/13/2016,13318,12/1/2016,1/25/2017,11,$273,1.39,None
90017,THE IMPORTED GRAPE LLC     ,12/17/2016,13291,11/29/2016,1/16/2017,60,$364,1.93,None
9819,TREASURY WINE ESTATES      ,12/14/2016,13269,11/28/2016,1/26/2017,7840,"$48,998",259.69,None
8892,TRINCHERO FAMILY ESTATES   ,12/15/2016,13333,12/2/2016,1/22/2017,6761,"$45,488",213.79,None
9260,TY KU LLC                  ,12/17/2016,13270,11/28/2016,1/24/2017,60,$587,2.82,None
9165,ULTRA BEVERAGE COMPANY LLP ,12/14/2016,13250,11/27/2016,1/19/2017,15915,"$201,858",948.73,None
90010,VINEXTRA INC               ,12/17/2016,13271,11/28/2016,1/16/2017,121,"$1,421",6.96,None
1587,VINEYARD BRANDS INC        ,12/18/2016,13334,12/2/2016,1/12/2017,2549,"$18,559",94.65,None
90024,VINILANDIA USA             ,12/14/2016,13292,11/29/2016,1/27/2017,897,"$7,677",39.92,None
1601,VRANKEN AMERICA            ,12/14/2016,13335,12/2/2016,1/27/2017,95,"$1,829",10.06,None
9622,WEIN BAUER INC             ,12/15/2016,13251,11/27/2016,1/17/2017,72,"$1,142",5.37,None
9625,WESTERN SPIRITS BEVERAGE CO,12/15/2016,13319,12/1/2016,1/24/2017,1810,"$7,301",33.58,None
3664,WILLIAM GRANT & SONS INC   ,12/15/2016,13272,11/28/2016,1/24/2017,5552,"$107,546",516.22,None
9815,WINE GROUP INC             ,12/16/2016,13320,12/1/2016,1/23/2017,18580,"$106,340",552.97,None
90058,ZORVINO VINEYARDS          ,12/16/2016,13252,11/27/2016,1/18/2017,199,"$1,716",8.07,None
60,ADAMBA IMPORTS INTL INC    ,12/23/2016,13348,12/5/2016,1/25/2017,230,"$3,728",16.77,None
105,ALTAMAR BRANDS LLC         ,12/20/2016,13349,12/5/2016,2/1/2017,6,$214,1.18,None
4466,AMERICAN VINTAGE BEVERAGE  ,12/26/2016,13432,12/9/2016,1/27/2017,231,"$2,263",11.32,None
388,ATLANTIC IMPORTING COMPANY ,12/22/2016,13369,12/6/2016,1/22/2017,39,$831,4.49,None
480,BACARDI USA INC            ,12/26/2016,13350,12/5/2016,1/20/2017,30183,"$325,820",1694.27,Frank Delahunt
516,BANFI PRODUCTS CORP        ,12/23/2016,13413,12/8/2016,1/21/2017,3867,"$31,581",161.06,None
90059,BLACK COVE BEVERAGES       ,12/21/2016,13414,12/8/2016,1/27/2017,82,"$1,291",5.94,None
2396,BLACK PRINCE DISTILLERY INC,12/22/2016,13415,12/8/2016,1/29/2017,12,$52,0.28,None
1265,BLACK ROCK SPIRITS LLC     ,12/24/2016,13351,12/5/2016,1/23/2017,6,$84,0.42,None
1003,BRONCO WINE COMPANY        ,12/19/2016,13370,12/6/2016,1/25/2017,6,$37,0.18,None
1128,BROWN-FORMAN CORP          ,12/25/2016,13336,12/4/2016,1/28/2017,25341,"$303,869",1458.57,Frank Delahunt
1189,BULLY BOY DISTILLERS       ,12/27/2016,13371,12/6/2016,1/21/2017,202,"$4,424",23.45,None
1273,CALEDONIA SPIRITS INC      ,12/19/2016,13416,12/8/2016,1/23/2017,195,"$6,316",32.21,None
11567,CAMPARI AMERICA            ,12/27/2016,13337,12/4/2016,1/30/2017,9903,"$85,496",470.23,None
90046,CANDIA VINEYARDS           ,12/22/2016,13338,12/4/2016,1/24/2017,36,$360,1.91,None
1485,CASTLE BRANDS CORP.        ,12/20/2016,13433,12/9/2016,2/4/2017,2208,"$31,893",149.9,None
2876,CENTEUR IMPORTS LLC        ,12/24/2016,13434,12/9/2016,1/23/2017,6,$53,0.27,None
4380,CHARLES JACQUIN ET CIE INC ,12/26/2016,13391,12/7/2016,2/1/2017,1419,"$11,218",51.6,None
1650,Circa Wines                ,12/25/2016,13352,12/5/2016,2/5/2017,36,$464,2.32,None
1392,CONSTELLATION BRANDS INC   ,12/25/2016,13353,12/5/2016,2/1/2017,46898,"$328,263",1674.14,Frank Delahunt
90047,CRUSH WINES                ,12/27/2016,13417,12/8/2016,1/29/2017,845,"$9,783",53.81,None
2242,DELICATO VINEYARDS INC     ,12/21/2016,13372,12/6/2016,1/29/2017,4309,"$36,660",164.97,None
1590,DIAGEO CHATEAU ESTATE WINES,12/22/2016,13418,12/8/2016,1/21/2017,5464,"$40,506",198.48,None
3960,DIAGEO NORTH AMERICA INC   ,12/21/2016,13354,12/5/2016,1/30/2017,134333,"$1,127,733",5300.35,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,12/23/2016,13355,12/5/2016,2/3/2017,4003,"$39,531",181.84,None
2450,DJINN SPIRITS LLC          ,12/27/2016,13392,12/7/2016,2/2/2017,52,"$1,031",5.57,None
2496,DUGGANS DISTILLED PRODUCTS ,12/22/2016,13435,12/9/2016,1/23/2017,148,"$1,975",9.48,None
17037,Dunn Wine Brokers          ,12/19/2016,13373,12/6/2016,2/5/2017,24,$312,1.71,None
3252,E & J GALLO WINERY         ,12/24/2016,13393,12/7/2016,1/20/2017,40760,"$256,432",1333.45,Frank Delahunt
2561,EDRINGTON AMERICAS         ,12/20/2016,13339,12/4/2016,2/3/2017,1257,"$35,770",182.43,None
1655,FABRIZIA SPIRITS LLC       ,12/26/2016,13419,12/8/2016,1/23/2017,897,"$11,399",59.27,None
17031,FLAG HILL WINERY & VINEYARD,12/27/2016,13394,12/7/2016,2/4/2017,584,"$9,390",50.71,None
90011,FORTUNE WINE BROKERS LLC   ,12/24/2016,13374,12/6/2016,2/1/2017,73,$732,3.59,None
9744,FREDERICK WILDMAN & SONS   ,12/21/2016,13356,12/5/2016,1/26/2017,1194,"$13,595",69.33,None
90051,FULCHINO VINEYARD INC      ,12/24/2016,13420,12/8/2016,1/21/2017,36,$406,1.99,None
90052,HAUNTING WHISPER VYDS      ,12/26/2016,13375,12/6/2016,1/20/2017,24,$188,0.87,None
3924,HEAVEN HILL DISTILLERIES   ,12/19/2016,13436,12/9/2016,1/26/2017,6288,"$46,124",239.84,None
90053,INCREDIBREW INC            ,12/22/2016,13376,12/6/2016,2/2/2017,60,$528,2.9,None
17032,JEWELL TOWNE VINEYARDS     ,12/20/2016,13437,12/9/2016,1/22/2017,48,$412,2.27,None
12546,JIM BEAM BRANDS COMPANY    ,12/27/2016,13421,12/8/2016,1/31/2017,57118,"$472,589",2410.21,Frank Delahunt
4550,KLIN SPIRITS LLC           ,12/19/2016,13422,12/8/2016,1/22/2017,166,"$2,580",12.9,None
4692,KOBRAND CORPORATION        ,12/22/2016,13340,12/4/2016,2/4/2017,4808,"$60,936",292.49,None
90032,LABELLE VYDS AND WINERY    ,12/21/2016,13357,12/5/2016,1/28/2017,300,"$3,257",17.59,None
4848,LAIRD & CO                 ,12/27/2016,13438,12/9/2016,1/27/2017,346,"$3,451",17.94,None
4950,LATITUDE BEVERAGE COMPANY  ,12/26/2016,13341,12/4/2016,2/2/2017,1217,"$7,594",39.49,None
5083,LOYAL DOG WINERY           ,12/26/2016,13342,12/4/2016,1/20/2017,12,$116,0.52,None
8352,LUXCO INC                  ,12/24/2016,13377,12/6/2016,1/30/2017,6583,"$53,638",262.83,None
9552,M S WALKER INC             ,12/23/2016,13395,12/7/2016,1/24/2017,30528,"$246,202",1354.11,None
10000,MAJESTIC FINE WINES        ,12/22/2016,13378,12/6/2016,1/25/2017,10389,"$81,052",397.16,None
5270,MANGO BOTTLING INC         ,12/27/2016,13358,12/5/2016,2/2/2017,660,"$4,727",23.16,None
5455,MARSALLE COMPANY           ,12/19/2016,13343,12/4/2016,1/28/2017,163,"$4,615",21.69,None
4425,MARTIGNETTI COMPANIES,12/24/2016,13396,12/7/2016,1/29/2017,60932,"$744,027",4092.15,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,12/26/2016,13359,12/5/2016,2/4/2017,913,"$10,394",50.93,None
6213,MHW LTD                    ,12/23/2016,13360,12/5/2016,1/31/2017,4671,"$55,009",280.54,None
8112,MOET HENNESSY USA INC      ,12/19/2016,13397,12/7/2016,1/19/2017,10146,"$237,217",1114.92,None
6215,MOONLIGHT MEADERY          ,12/25/2016,13361,12/5/2016,1/21/2017,85,$754,3.55,None
6355,NICHE W & S                ,12/25/2016,13362,12/5/2016,2/1/2017,324,"$3,484",18.46,None
6359,OLE SMOKY DISTILLERY LLC   ,12/24/2016,13379,12/6/2016,1/22/2017,6016,"$14,676",73.38,None
6785,PALM BAY INTERNATIONAL INC ,12/20/2016,13398,12/7/2016,2/2/2017,7165,"$53,784",247.41,None
6830,PARK STREET IMPORTS LLC    ,12/20/2016,13399,12/7/2016,1/19/2017,201,"$3,191",14.68,None
10754,PERFECTA WINES             ,12/21/2016,13439,12/9/2016,1/24/2017,10094,"$113,419",589.78,None
17035,PERNOD RICARD USA          ,12/23/2016,13423,12/8/2016,1/31/2017,39670,"$581,589",3024.26,Frank Delahunt
9206,PHILLIPS PRODUCTS CO.      ,12/24/2016,13400,12/7/2016,1/20/2017,611,"$6,998",34.29,None
7153,PINE STATE TRADING CO      ,12/19/2016,13440,12/9/2016,1/24/2017,8354,"$67,597",358.27,None
90027,POVERTY LANE ORCHARDS      ,12/21/2016,13380,12/6/2016,2/2/2017,69,$555,2.78,None
7154,PREMIER DISTRIBUTORS       ,12/24/2016,13424,12/8/2016,1/26/2017,170,"$2,170",9.98,None
7240,"PREMIUM PORT WINES, INC.   ",12/26/2016,13425,12/8/2016,2/5/2017,185,"$1,336",6.41,None
7245,PROXIMO SPIRITS INC.       ,12/25/2016,13401,12/7/2016,2/4/2017,12797,"$129,453",582.54,None
7255,PSP WINES ,12/26/2016,13363,12/5/2016,1/22/2017,329,"$2,490",12.7,None
7749,R.P.IMPORTS INC            ,12/20/2016,13344,12/4/2016,1/20/2017,3,$24,0.13,None
7239,REMY COINTREAU USA INC     ,12/23/2016,13345,12/4/2016,2/4/2017,2684,"$61,971",316.05,None
10050,Russian Standard Vodka     ,12/24/2016,13346,12/4/2016,1/27/2017,2182,"$40,036",216.2,None
8004,SAZERAC CO INC             ,12/19/2016,13402,12/7/2016,2/4/2017,35880,"$240,222",1321.22,None
660,SAZERAC NORTH AMERICA INC. ,12/27/2016,13403,12/7/2016,2/5/2017,11999,"$81,138",438.15,None
17033,SEA BREEZE CELLARS LLC     ,12/26/2016,13404,12/7/2016,1/28/2017,102,"$1,291",6.97,None
8150,SEA HAGG DISTILLERY LLC    ,12/24/2016,13364,12/5/2016,2/4/2017,671,"$8,262",43.79,None
98450,Serralles Usa LLC          ,12/27/2016,13365,12/5/2016,1/31/2017,174,"$2,346",12.9,None
8320,SHAW ROSS INT L IMP LTD    ,12/26/2016,13366,12/5/2016,2/2/2017,1391,"$12,603",65.54,None
3089,SIDNEY FRANK IMPORTING CO  ,12/20/2016,13405,12/7/2016,1/25/2017,4913,"$36,352",167.22,None
28750,SMOKY QUARTZ DISTILLERY LLC,12/22/2016,13381,12/6/2016,1/24/2017,121,"$2,650",13.25,None
2000,SOUTHERN GLAZERS W&S OF NE ,12/27/2016,13441,12/9/2016,1/22/2017,168,"$4,089",20.85,None
2000,SOUTHERN WINE & SPIRITS NE ,12/26/2016,13406,12/7/2016,2/1/2017,6228,"$55,616",294.77,None
99166,STARK BREWING COMPANY      ,12/25/2016,13426,12/8/2016,1/24/2017,34,$728,3.64,None
653,STATE WINE & SPIRITS   ,12/20/2016,13382,12/6/2016,1/27/2017,2306,"$23,404",114.68,None
8673,STE MICHELLE WINE ESTATES  ,12/27/2016,13383,12/6/2016,1/22/2017,7510,"$63,129",309.33,None
12331,STELLAR IMPORTING CO LLC   ,12/23/2016,13407,12/7/2016,1/22/2017,48,$469,2.21,None
8664,"STOLI GROUP,(USA) LLC      ",12/26/2016,13384,12/6/2016,1/26/2017,7246,"$78,752",393.76,None
8735,SURVILLE ENTERPRISES CORP  ,12/27/2016,13385,12/6/2016,1/20/2017,247,"$1,677",7.88,None
90056,SWEET BABY VINEYARD        ,12/22/2016,13367,12/5/2016,1/20/2017,309,"$2,596",13.24,None
172662,SWEETWATER FARM         ,12/19/2016,13408,12/7/2016,1/24/2017,72,"$1,636",7.69,None
8920,TAKARA SAKE USA INC        ,12/24/2016,13442,12/9/2016,1/20/2017,242,"$1,067",5.33,None
